text,score,label,aspect,context,sentiment
"Website works fine, nothing special but gets the job done. Absolutely loved it.",6.5,Moderately Positive Sentiment (6-7.9),User Experience,Navigation,neutral
"It's okay, nothing special.",6.8,Neutral Sentiment,Traditional Aspect,Specific all.,neutral
Very satisfied with my purchase.,9.2,Positive Sentiment,Or Aspect,Job bit.,positive
Great product at a great price!,8.4,Positive Sentiment,Market Aspect,Send class often.,positive
Highly recommended.,9,Positive Sentiment,Western Aspect,Often population moment threat.,positive
"Honestly, Love the product comparison tool! Helped me make the right choice.",8.4,Highly Positive Sentiment (8-10),Feature Satisfaction,Product Research,positive
I found that I need to track my order.,5,Neutral Sentiment (4-5.9),Order Status,Support Request,neutral
Your customer service is amazing! The agent helped me find exactly what I needed. Just wow!,9.2,Highly Positive Sentiment (8-10),Service Appreciation,Support Interaction,positive
Highly recommended.,8.4,Positive Sentiment,Become Aspect,Bed production season.,positive
Basic but functional.,7.3,Neutral Sentiment,Our Aspect,Spring save company.,neutral
Neither good nor bad.,6.5,Neutral Sentiment,Century Aspect,Anyone herself.,neutral
Product meets the description.,6.3,Neutral Sentiment,Deep Aspect,Magazine suffer.,neutral
Not worth the money.,3.9,Negative Sentiment,Bar Aspect,Body vote material.,negative
Completely useless.,0.5,Negative Sentiment,Often Aspect,Bed interesting thought.,negative
Not worth the money.,3.2,Negative Sentiment,Your Aspect,Stock clearly before.,negative
Neither good nor bad.,6.1,Neutral Sentiment,Get Aspect,Yet agent.,neutral
Neither good nor bad.,6.2,Neutral Sentiment,Help Aspect,Foreign or.,neutral
Completely useless.,0.6,Negative Sentiment,Subject Aspect,Shake up.,negative
"It's okay, nothing special.",7.7,Neutral Sentiment,Certainly Aspect,Teacher throughout all condition.,neutral
Neither good nor bad.,7.9,Neutral Sentiment,Ahead Aspect,According.,neutral
Product meets the description.,6.4,Neutral Sentiment,Its Aspect,Most key.,neutral
Not worth the money.,0.9,Negative Sentiment,Enough Aspect,Health ever.,negative
Basic but functional.,7.4,Neutral Sentiment,Member Aspect,Expect fact.,neutral
Not worth the money.,1.7,Negative Sentiment,Explain Aspect,Race sometimes.,negative
Delivery was as expected.,6.9,Neutral Sentiment,Anyone Aspect,Watch.,neutral
Great product at a great price!,9,Positive Sentiment,Assume Aspect,Number start.,positive
Worst experience ever.,2.4,Negative Sentiment,Even Aspect,Along adult.,negative
"It's okay, nothing special.",6.4,Neutral Sentiment,Morning Aspect,Last from special.,neutral
Worst customer service ever! No one helped me! Not satisfied at all.,1,Highly Negative Sentiment (1-1.9),Service Failure,Support Crisis,negative
Neither good nor bad.,6.5,Neutral Sentiment,Positive Aspect,Community a candidate.,neutral
Very disappointed.,2.3,Negative Sentiment,Skill Aspect,Occur strategy.,negative
Exceeded expectations!,9.8,Positive Sentiment,Century Aspect,Treat rest along mother.,positive
Highly recommended.,9.1,Positive Sentiment,Night Aspect,Sometimes environmental program.,positive
I want a refund.,0.8,Negative Sentiment,Do Aspect,Two more.,negative
Terrible quality and late delivery.,3,Negative Sentiment,Standard Aspect,Eye view reason job.,negative
"In my opinion, Fantastic deal on this smartphone! Better price than anywhere else.",8.6,Highly Positive Sentiment (8-10),Price Satisfaction,Purchase Decision,positive
Not worth the money.,2.1,Negative Sentiment,Common Aspect,Service tree national.,negative
Basic but functional.,6.4,Neutral Sentiment,Hot Aspect,Fear.,neutral
Very satisfied with my purchase.,9.6,Positive Sentiment,Tree Aspect,Put right ago.,positive
Basic but functional.,7.6,Neutral Sentiment,Apply Aspect,Without there.,neutral
Exceeded expectations!,9.5,Positive Sentiment,Make Aspect,Service between indeed.,positive
I want a refund.,3,Negative Sentiment,Tv Aspect,Those total challenge.,negative
Exceeded expectations!,9.2,Positive Sentiment,Order Aspect,Brother last.,positive
Product meets the description.,6,Neutral Sentiment,Technology Aspect,Thought indicate.,neutral
Absolutely love it!,8.1,Positive Sentiment,Watch Aspect,Rule develop question action.,positive
Exceeded expectations!,8.1,Positive Sentiment,Employee Aspect,Leg make.,positive
"In my opinion, Product arrived on time, quality is okay.",7.1,Moderately Positive Sentiment (6-7.9),Delivery Experience,Post-Purchase,neutral
Basic but functional.,7.6,Neutral Sentiment,Inside Aspect,Study she respond health.,neutral
"Honestly, Best online shopping experience I've ever had!",9.8,Highly Positive Sentiment (8-10),Overall Experience,General Feedback,positive
I want a refund.,2.6,Negative Sentiment,Laugh Aspect,Ten treat.,negative
Service was average.,6.8,Neutral Sentiment,Whatever Aspect,Tv significant beyond.,neutral
Worst experience ever.,2.2,Negative Sentiment,Cultural Aspect,Response defense over.,negative
Very disappointed.,1.1,Negative Sentiment,Yes Aspect,For friend approach.,negative
Not worth the money.,3.3,Negative Sentiment,Hair Aspect,Break.,negative
Basic but functional.,6.5,Neutral Sentiment,Event Aspect,Quality impact.,neutral
Very satisfied with my purchase.,8.6,Positive Sentiment,Everyone Aspect,Anyone.,positive
"The product quality is poor, not worth the price. Not satisfied at all.",2.8,Negative Sentiment (2-3.9),Product Dissatisfaction,Post-Purchase,negative
Absolutely love it!,9.6,Positive Sentiment,There Aspect,Despite focus.,positive
"Happy with my purchase, good value for money. which made the experience great.",7.5,Moderately Positive Sentiment (6-7.9),Purchase Satisfaction,Post-Purchase,positive
Product meets the description.,7.7,Neutral Sentiment,Article Aspect,Stage allow.,neutral
Very satisfied with my purchase.,8.8,Positive Sentiment,Build Aspect,Respond seek.,positive
Completely useless.,0.2,Negative Sentiment,Yourself Aspect,Model remain.,negative
Basic but functional.,7.9,Neutral Sentiment,Back Aspect,Me health four.,neutral
Completely useless.,0.5,Negative Sentiment,Lose Aspect,Less special.,negative
Service was average.,7.7,Neutral Sentiment,Trial Aspect,Late financial between.,neutral
Very disappointed.,0.5,Negative Sentiment,Ground Aspect,Maybe seven.,negative
Neither good nor bad.,7.8,Neutral Sentiment,Ten Aspect,No road.,neutral
Product meets the description.,7,Neutral Sentiment,Toward Aspect,Office need.,neutral
Absolutely love it!,10,Positive Sentiment,Someone Aspect,Production.,positive
"It's okay, nothing special.",7.5,Neutral Sentiment,Smile Aspect,However admit.,neutral
Great product at a great price!,8.2,Positive Sentiment,Strong Aspect,Particularly plan wait station.,positive
I want a refund.,0.4,Negative Sentiment,North Aspect,Car phone reach.,negative
"In my opinion, Happy with my purchase, good value for money.",7.5,Moderately Positive Sentiment (6-7.9),Purchase Satisfaction,Post-Purchase,positive
Very satisfied with my purchase.,8.7,Positive Sentiment,All Aspect,Maintain offer despite.,positive
Constant issues make this almost unusable.,3,Negative Sentiment (2-3.9),Reliability,Technical,negative
Exceeded expectations!,9.1,Positive Sentiment,Cover Aspect,Leader high government case.,positive
Basic but functional.,6.1,Neutral Sentiment,Western Aspect,Recognize fight week.,neutral
Very satisfied with my purchase.,9.5,Positive Sentiment,Appear Aspect,Chance seat.,positive
Neither good nor bad.,7.8,Neutral Sentiment,Forget Aspect,Put.,neutral
I want a refund.,2.5,Negative Sentiment,List Aspect,Nice game.,negative
Fantastic service and great quality.,9.7,Positive Sentiment,West Aspect,Myself week.,positive
Fantastic service and great quality.,9.5,Positive Sentiment,Newspaper Aspect,None strategy.,positive
Very disappointed.,0.4,Negative Sentiment,Plant Aspect,Local kitchen but.,negative
Product meets the description.,6.4,Neutral Sentiment,Sit Aspect,Sit response later.,neutral
I adore how your voice assistant never understands commands,2.8,Negative Sentiment (2-3.9),Voice Commerce,Technical Issues,negative
Very satisfied with my purchase.,8.5,Positive Sentiment,Section Aspect,Teacher main into about.,positive
Highly recommended.,10,Positive Sentiment,Response Aspect,View else him.,positive
Terrible quality and late delivery.,3.1,Negative Sentiment,Around Aspect,Government thus.,negative
Not worth the money.,1.7,Negative Sentiment,Development Aspect,Teach pay.,negative
Fantastic service and great quality.,9.2,Positive Sentiment,Always Aspect,Glass practice.,positive
Product meets the description.,7.7,Neutral Sentiment,Figure Aspect,Feeling hope indeed.,neutral
Fantastic service and great quality.,8.3,Positive Sentiment,Statement Aspect,Sometimes through no.,positive
Terrible quality and late delivery.,1,Negative Sentiment,True Aspect,Old like story.,negative
Basic but functional.,7.3,Neutral Sentiment,Nearly Aspect,Move.,neutral
Very disappointed.,1.1,Negative Sentiment,Your Aspect,Believe build smile.,negative
Service was average.,6.2,Neutral Sentiment,Money Aspect,Message fish.,neutral
Service was average.,6.2,Neutral Sentiment,Arm Aspect,Tv room next.,neutral
Completely useless.,1.4,Negative Sentiment,Edge Aspect,Bit affect budget.,negative
Delivery was as expected.,7.8,Neutral Sentiment,Defense Aspect,May player.,neutral
Neither good nor bad.,7.1,Neutral Sentiment,Sit Aspect,Many cover question.,neutral
"It's okay, nothing special.",6.8,Neutral Sentiment,Purpose Aspect,Second culture.,neutral
Not worth the money.,0.1,Negative Sentiment,Teacher Aspect,Crime cultural.,negative
Delivery was as expected.,6.7,Neutral Sentiment,Cell Aspect,Good food drug.,neutral
Exceeded expectations!,8.5,Positive Sentiment,Success Aspect,Whatever end.,positive
Product meets the description.,7.8,Neutral Sentiment,Left Aspect,Imagine.,neutral
Exceeded expectations!,8.7,Positive Sentiment,Town Aspect,Condition side difficult.,positive
Great product at a great price!,8.7,Positive Sentiment,Letter Aspect,Stuff evidence term.,positive
Worst experience ever.,0.6,Negative Sentiment,Maybe Aspect,Indicate west happy.,negative
Not worth the money.,1.9,Negative Sentiment,Along Aspect,Direction local.,negative
"It's okay, nothing special.",7.9,Neutral Sentiment,Lose Aspect,Country word.,neutral
Completely useless.,0.7,Negative Sentiment,Suddenly Aspect,Once recent thing.,negative
Service was average.,7.7,Neutral Sentiment,Once Aspect,Environment day house.,neutral
Basic but functional.,6.7,Neutral Sentiment,None Aspect,Learn pick enter.,neutral
Neither good nor bad.,6.9,Neutral Sentiment,Save Aspect,Think yourself possible.,neutral
Very disappointed.,0,Negative Sentiment,Program Aspect,Responsibility carry.,negative
Highly recommended.,8.3,Positive Sentiment,Source Aspect,When almost fear relationship.,positive
Very disappointed.,1.7,Negative Sentiment,Into Aspect,Off out.,negative
Completely useless.,1.4,Negative Sentiment,Agent Aspect,Subject behind different.,negative
The chatbot doesn't understand basic questions. Not satisfied at all.,3,Negative Sentiment (2-3.9),AI Performance,Support Frustration,negative
Basic but functional.,7.7,Neutral Sentiment,Out Aspect,Town rich play threat.,neutral
Basic but functional.,7.7,Neutral Sentiment,Buy Aspect,Finally rather interview.,neutral
Love the product comparison tool! Helped me make the right choice. Absolutely loved it.,8.4,Highly Positive Sentiment (8-10),Feature Satisfaction,Product Research,positive
Absolutely love it!,8.7,Positive Sentiment,Wear Aspect,Day.,positive
"I must say, Outstanding customer support! Resolved my issue immediately.",9.3,Highly Positive Sentiment (8-10),Service Excellence,Problem Resolution,positive
Highly recommended.,9.3,Positive Sentiment,Bank Aspect,Mother poor outside.,positive
Great product at a great price!,9.4,Positive Sentiment,Vote Aspect,Among cause.,positive
Basic but functional.,7.6,Neutral Sentiment,Sign Aspect,Likely trial.,neutral
Neither good nor bad.,7,Neutral Sentiment,Late Aspect,Live drop.,neutral
Great product at a great price!,8.2,Positive Sentiment,Budget Aspect,Building whether then during.,positive
Terrible quality and late delivery.,0.8,Negative Sentiment,Threat Aspect,Baby share.,negative
"It's okay, nothing special.",7,Neutral Sentiment,Interesting Aspect,Senior medical.,neutral
Terrible quality and late delivery.,0.7,Negative Sentiment,Try Aspect,Hotel compare.,negative
I'm delighted by how useless your product comparison tool is,2.6,Negative Sentiment (2-3.9),Feature Feedback,Product Research,negative
Highly recommended.,8.8,Positive Sentiment,Pass Aspect,How common represent.,positive
Neither good nor bad.,7,Neutral Sentiment,President Aspect,Special blood without.,neutral
Exceeded expectations!,8,Positive Sentiment,Day Aspect,Pass toward state.,positive
Unintuitive interface with clunky controls.,2.7,Negative Sentiment (2-3.9),UI/UX Design,Product Usability,negative
"Honestly, What are the specifications of this product?",5,Neutral Sentiment (4-5.9),Product Information,Technical Inquiry,neutral
Customer service was polite and tried to help. which made the experience great.,6.9,Moderately Positive Sentiment (6-7.9),Service Interaction,Support Experience,neutral
Product meets the description.,6.3,Neutral Sentiment,Marriage Aspect,Determine.,neutral
Fantastic service and great quality.,8.9,Positive Sentiment,Media Aspect,Safe class.,positive
Terrible quality and late delivery.,1.9,Negative Sentiment,Six Aspect,Suddenly reduce.,negative
Very disappointed.,1,Negative Sentiment,Investment Aspect,Table lose life.,negative
Highly recommended.,8.1,Positive Sentiment,Idea Aspect,Good drug subject.,positive
Exceeded expectations!,8.5,Positive Sentiment,Generation Aspect,Should almost light.,positive
Delivery was as expected.,6.5,Neutral Sentiment,Sign Aspect,Must TV whatever.,neutral
Completely useless.,0.2,Negative Sentiment,Upon Aspect,Very really.,negative
Product meets the description.,6.4,Neutral Sentiment,Recently Aspect,Meeting star player.,neutral
